rowID,studyID,armID,study_name,manga,study_year,pub_year,drug_name,Ntotal,Published,age_mean,age_sd,_Female,Dosing_schedule,Dose_range,Sponsoredbythisdrugcompanyo,Investigational_Comparator,ascale,baseline_mean,V,mean_efficacy,Imputation,Responders,IMPUTEDresp,Unpublished,Recruitment,type,Patient_status,Placebo_run_in,weeks,Rescue_med,Sequence_generation,Allocation_concealment,Blinding_participant,Blinding_therapist,Blinding_assessor,AP,Selective_reporting_bias,dropoutSTUDY,dropoutARM,dropoutDIFF,OverallRoB,PLAresp,Narms,PLAprop,Overall_arm_RoB,bipolar,PC,PLAprob,PC2,PC3,t,RiskOfBias
mi45,264,1,Benkert2000 (E-1559),1,2000,2000,mirt,139,R can come both from pub and unpub data and match,47,11,,Flexible,Licensed,Yes,Investigational,HAMD17,22,6,11,Others,74,0,Yes,Europe,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,mirt,l
mi46,264,2,Benkert2000 (E-1559),1,2000,2000,paro,136,R can come both from pub and unpub data and match,47,10,,Flexible,Licensed,No,Comparator,HAMD17,22,6,12,Others,66,0,Yes,Europe,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,paro,l
mi49,265,1,Schatzberg2002 (003-901),1,2002,2002,mirt,128,R can come both from pub and unpub data and match,72,6,,Flexible,Licensed,Yes,Investigational,HAMD17,22,8,-9,Others,72,0,Yes,North America,Multi-center,Outpatients only,Unclear,8,Yes,Low risk of bias,Unclear risk of bias,Low risk of bias,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,,2,0,Moderate risk,0,0,0,0,0,mirt,l
mi50,265,2,Schatzberg2002 (003-901),1,2002,2002,paro,126,R can come both from pub and unpub data and match,72,5,,Flexible,Licensed,No,Comparator,HAMD17,22,8,-7,Others,60,0,Yes,North America,Multi-center,Outpatients only,Unclear,8,Yes,Low risk of bias,Unclear risk of bias,Low risk of bias,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,,2,0,Low risk,0,0,0,0,0,paro,l
mi52,266,2,Hong2003 (22521),1,2000,2003,fluo,66,R can come both from pub and unpub data and match,47,16,,Flexible,Licensed,No,Comparator,HAMD17,24,6,14,Others,30,0,Yes,Asia,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,fluo,l
mi51,266,1,Hong2003 (22521),1,2000,2003,mirt,66,R can come both from pub and unpub data and match,47,15,,Flexible,Licensed,Yes,Investigational,HAMD17,23,6,11,Others,35,0,Yes,Asia,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,,2,0,High risk,0,0,0,0,0,mirt,l
mi53,267,1,"Behnke2003 (E-1690, Kjernisted2002)",1,2003,2003,mirt,176,R can come both from pub and unpub data and match,42,11,,Flexible,Licensed,Yes,Investigational,HAMD17,,8,,Others,117,0,Yes,,Multi-center,Other/Unclear/Not stated,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,mirt,l
mi54,267,2,"Behnke2003 (E-1690, Kjernisted2002)",1,2003,2003,sert,170,R can come both from pub and unpub data and match,41,12,,Flexible,Licensed,No,Comparator,HAMD17,,8,,Others,114,0,Yes,,Multi-center,Other/Unclear/Not stated,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,sert,l
mi55,268,1,Wade2003 (E-1721),1,2003,2003,mirt,99,No pub data and R from unpub data,40,14,,Flexible,Licensed,Yes,Investigational,HAMD17,24,8,,OC,35,1,Yes,Europe,Multi-center,Outpatients only,No,12,No,Unclear risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,,0,0,Low risk,,2,0,Moderate risk,0,0,0,0,0,mirt,l
mi56,268,2,Wade2003 (E-1721),1,2003,2003,paro,98,No pub data and R from unpub data,40,12,,Flexible,Licensed,No,Comparator,HAMD17,24,8,,OC,40,1,Yes,Europe,Multi-center,Outpatients only,No,12,No,Unclear risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,0,0,0,Low risk,,2,0,Low risk,0,0,0,0,0,paro,l
mi58,269,2,Winokur2003,1,2003,2003,fluo,12,R imputed from pub data and no or inadequate unpub data,44,,,Flexible,Licensed,No,Comparator,HAMD21,27,8,12,Others,6,1,No,North America,Unclear,Other/Unclear/Not stated,No,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,0,0,Low risk,,2,0,Low risk,0,0,0,0,0,fluo,l
mi57,269,1,Winokur2003,1,2003,2003,mirt,8,R imputed from pub data and no or inadequate unpub data,41,,,Flexible,Licensed,Yes,Investigational,HAMD21,26,8,7,Others,8,1,No,North America,Unclear,Other/Unclear/Not stated,No,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,Low risk,,2,0,Moderate risk,0,0,0,0,0,mirt,l
mi60,270,2,Amini2005,1,2005,2005,fluo,18,R from pub data and no or inadequate unpub data,38,11,,Fixed,Licensed,No,Unclear,HAMD17,25,6,,LOCF,8,0,No,Asia,Single center,Both,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,,2,0,Low risk,0,0,0,0,0,fluo,l
mi59,270,1,Amini2005,1,2005,2005,mirt,18,R from pub data and no or inadequate unpub data,35,11,,Fixed,Licensed,No,Unclear,HAMD17,26,6,,LOCF,12,0,No,Asia,Single center,Both,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,,2,0,Low risk,0,0,0,0,0,mirt,l
mi62,271,2,Versiani2005,1,2005,2005,fluo,149,R from pub data and no or inadequate unpub data,47,,,Flexible,Licensed,No,Comparator,HAMD17,28,8,13,LOCF,104,0,No,,Multi-center,Other/Unclear/Not stated,Yes,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,0,0,Low risk,,2,0,Low risk,0,0,0,0,0,fluo,l
mi61,271,1,Versiani2005,1,2005,2005,mirt,145,R from pub data and no or inadequate unpub data,43,,,Flexible,Licensed,Yes,Investigational,HAMD17,29,8,13,LOCF,106,0,No,,Multi-center,Other/Unclear/Not stated,Yes,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,Low risk,,2,0,Moderate risk,0,0,0,0,0,mirt,l
mi63,272,1,Szegedi2006,1,2006,2006,mirt,130,R from pub data and no or inadequate unpub data,,,,Fixed,Licensed,Yes,investigational,HAMD17,25,6,-12,LOCF,72,0,No,Europe,Multi-center,Outpatients only,No,6,Unclear,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,,2,0,Moderate risk,0,0,0,0,0,mirt,l
mi64,272,2,Szegedi2006,1,2006,2006,venl,128,R from pub data and no or inadequate unpub data,,,,Fixed,Licensed,No,Comparator,HAMD17,25,6,-12,LOCF,62,0,No,Europe,Multi-center,Outpatients only,No,6,Unclear,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,,2,0,Low risk,0,0,0,0,0,venl,l
mi68,273,4,Kinoshita2009,0,2009,2009,Plac,70,R from pub data and no or inadequate unpub data,40,13,,Fixed,Licensed,No,Comparator,HAMD17,23,6,-10,LOCF,37,0,No,Asia,Multi-center,Both,No,6,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,0,0,Low risk,1,4,0,Low risk,0,1,0,0,1,Plac,l
mi65,273,1,Kinoshita2009,0,2009,2009,mirt,211,R from pub data and no or inadequate unpub data,40,11,,Fixed,Licensed,Yes,Investigational,HAMD17,23,6,-13,LOCF,131,0,No,Asia,Multi-center,Both,No,6,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,Low risk,,4,0,Moderate risk,0,1,0,0,1,mirt,l
mi71,274,3,003-048,0,2001,,Plac,72,No pub data and R from unpub data,40,12,1,Fixed,Licensed,No,Comparator,HAMD17,23,8,13,LOCF,24,1,Yes,North America,Multi-center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,0,0,0,Moderate risk,0,3,0,Moderate risk,0,1,0,0,1,Plac,l
mi70,274,2,003-048,0,2001,,fluo,210,No pub data and R from unpub data,41,12,1,Fixed,Licensed,No,Comparator,HAMD17,23,8,12,LOCF,80,1,Yes,North America,Multi-center,Other/Unclear/Not stated,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,fluo,l
mi69,274,1,003-048,0,2001,,mirt,210,No pub data and R from unpub data,41,12,1,Fixed,Licensed,Yes,Investigational,HAMD17,22,8,,OC,78,1,Yes,North America,Multi-center,Other/Unclear/Not stated,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,High risk,0,1,0,0,1,mirt,l
mi76,275,3,003-008 (FDA),0,1990,,Plac,30,No pub data and R from unpub data,39,,1,Fixed,Licensed,No,Comparator,HAMD21,26,6,-10,LOCF,7,0,Yes,North America,Single center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,1,0,0,Moderate risk,0,5,0,Moderate risk,0,1,0,0,1,Plac,l
mi73,275,1,003-008 (FDA),0,1990,,mirt,60,No pub data and R from unpub data,39,,1,Fixed,Licensed,Yes,Investigational,HAMD21,26,6,-8,LOCF,18,0,Yes,North America,Single center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,1,0,Moderate risk,,5,0,High risk,0,1,0,0,1,mirt,l
mi80,276,4,003-042,0,1998,,Plac,70,No pub data and R from unpub data,41,11,1,Fixed,Licensed,No,Comparator,HAMD21,26,8,18,LOCF,19,0,Yes,North America,Multi-center,Outpatients only,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,0,4,0,Moderate risk,0,1,0,0,1,Plac,l
mi79,276,3,003-042,0,1998,,mirt,210,No pub data and R from unpub data,41,13,1,Fixed,Licensed,Yes,Investigational,HAMD21,25,8,16,LOCF,85,0,Yes,North America,Multi-center,Outpatients only,Yes,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,4,0,High risk,0,1,0,0,1,mirt,l
mi82,277,2,"Murasaki2010a (iQWIG22532, Schoemaker2002)",1,2000,2002,fluv,105,R can come both from pub and unpub data and match,39,13,1,Flexible,Licensed,No,Comparator,HAMD17,25,6,10,LOCF,70,0,Yes,Europe,Multi-center,Outpatients only,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,Low risk,,2,0,Low risk,0,0,0,0,0,fluv,l
mi81,277,1,"Murasaki2010a (iQWIG22532, Schoemaker2002)",1,2000,2002,mirt,104,R can come both from pub and unpub data and match,42,12,1,Flexible,Licensed,Yes,Investigational,HAMD17,25,6,11,LOCF,61,0,Yes,Europe,Multi-center,Outpatients only,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,Low risk,,2,0,Moderate risk,0,0,0,0,0,mirt,l
mi84,278,2,"Murasaki2010b (iQWIG9902, Schoemaker2002)",1,2002,2002,fluv,102,R can come both from pub and unpub data but do not match,42,13,0,Flexible,Licensed,No,Comparator,HAMD17,23,6,11,LOCF,57,0,Yes,Asia,Multi-center,Outpatients only,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,Low risk,,2,0,Low risk,0,0,0,0,0,fluv,l
mi83,278,1,"Murasaki2010b (iQWIG9902, Schoemaker2002)",1,2002,2002,mirt,101,R can come both from pub and unpub data but do not match,41,12,0,Flexible,Licensed,Yes,Investigational,HAMD17,23,6,9,LOCF,71,0,Yes,Asia,Multi-center,Outpatients only,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,Low risk,,2,0,Moderate risk,0,0,0,0,0,mirt,l
mi85,279,1,Benkert2006(C-1763),1,2003,2006,mirt,140,No pub data and R from unpub data,46,11,1,Fixed,Licensed,Yes,Investigational,HAMD17,25,6,-13,LOCF,70,0,Yes,Europe,Multi-center,Outpatients only,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,Low risk,,2,0,Moderate risk,0,0,0,0,0,mirt,l
mi86,279,2,Benkert2006(C-1763),1,2003,2006,venl,135,No pub data and R from unpub data,45,13,1,Fixed,Licensed,No,Comparator,HAMD17,25,6,-12,LOCF,56,0,Yes,Europe,Multi-center,Outpatients only,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,Low risk,,2,0,Low risk,0,0,0,0,0,venl,l
mi87,280,1,E-1569,0,1996,,mirt,73,No pub data and R from unpub data,47,13,1,Flexible,Licensed,Yes,Investigational,HAMD17,25,6,-12,LOCF,40,0,Yes,Europe,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,Low risk,,2,0,Moderate risk,0,0,0,0,0,mirt,l
mi88,280,2,E-1569,0,1996,,paro,75,No pub data and R from unpub data,43,13,1,Flexible,Licensed,No,Comparator,HAMD17,26,6,-15,LOCF,48,0,Yes,Europe,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,Low risk,,2,0,Low risk,0,0,0,0,0,paro,l
mi89,281,1,"Debonnel2000 (Blier2009, iQWIG E-1639)",0,2000,2009,mirt,21,Inadequate pub data and R from unpub data,46,9,0,Flexible,Licensed,Yes,Investigational,HAMD17,24,6,16,LOCF,4,0,Yes,North America,Single center,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,High risk,0,0,0,0,0,mirt,l
mi90,281,2,"Debonnel2000 (Blier2009, iQWIG E-1639)",0,2000,2009,paro,21,Inadequate pub data and R from unpub data,40,12,0,Flexible,Licensed,No,Comparator,HAMD17,24,6,13,LOCF,9,0,Yes,North America,Single center,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,Moderate risk,,3,0,Moderate risk,0,0,0,0,0,paro,l
n04,284,2,Armitage1997,0,1997,1997,fluo,21,R imputed from pub data and no or inadequate unpub data,37,11,1,Flexible,Licensed,No,Comparator,HAMD17,24,8,-12,LOCF,11,1,No,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,fluo,l
n03,284,1,Armitage1997,0,1997,1997,nefa,22,R imputed from pub data and no or inadequate unpub data,37,8,1,Flexible,Licensed,Yes,Investigational,HAMD17,24,8,-12,LOCF,11,1,No,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,nefa,l
n05,285,1,Baldwin1996,0,1996,1996,nefa,105,R from pub data and no or inadequate unpub data,38,,1,Flexible,Licensed,Yes,Investigational,HAMD17,25,8,-10,LOCF,58,0,No,Europe,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,nefa,l
n06,285,2,Baldwin1996,0,1996,1996,paro,101,R from pub data and no or inadequate unpub data,38,,1,Flexible,Licensed,No,Comparator,HAMD17,25,8,-11,LOCF,58,0,No,Europe,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,paro,l
n08,286,2,Berlanga1997,0,1997,1997,fluo,37,R from pub data and no or inadequate unpub data,40,13,1,Flexible,Licensed,No,Comparator,HAMD17,24,8,-12,LOCF,18,0,No,South America,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,,2,0,Moderate risk,1,0,0,0,0,fluo,l
n07,286,1,Berlanga1997,0,1997,1997,nefa,37,R from pub data and no or inadequate unpub data,42,13,1,Flexible,Licensed,Yes,Investigational,HAMD17,25,8,-12,LOCF,17,0,No,South America,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,,2,0,High risk,1,0,0,0,0,nefa,l
n15,288,3,D'Amico1990 (FDA 030-A2-0007),0,1990,1990,Plac,47,Inadequate pub data and R from unpub data,,,,Fixed,Licensed,No,Comparator,HAMD17,26,6,-10,LOCF,16,1,Yes,North America,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,0,0,0,Moderate risk,0,5,0,Moderate risk,1,1,0,0,1,Plac,l
n14,288,2,D'Amico1990 (FDA 030-A2-0007),0,1990,1990,nefa,47,Inadequate pub data and R from unpub data,,,,Fixed,Licensed,Yes,Investigational,HAMD17,25,6,-11,LOCF,16,1,Yes,North America,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,,0,0,Moderate risk,,5,0,Moderate risk,1,1,0,0,1,nefa,l
n16,289,1,Feiger1996,0,1996,1996,nefa,78,R from pub data and no or inadequate unpub data,45,11,1,Flexible,Licensed,Yes,Investigational,HAMD17,23,6,12,LOCF,42,0,No,North America,Multi-center,Outpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,,2,0,Moderate risk,1,0,0,0,0,nefa,l
n17,289,2,Feiger1996,0,1996,1996,sert,82,R from pub data and no or inadequate unpub data,43,10,0,Flexible,Licensed,No,Comparator,HAMD17,23,6,12,LOCF,41,0,No,North America,Multi-center,Outpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,,2,0,Moderate risk,0,0,0,0,0,sert,l
n19,290,2,Feighner1998,0,1998,1998,Plac,59,R from pub data and no or inadequate unpub data,40,12,1,Flexible,Licensed,No,Comparator,HAMD17,28,6,-8,LOCF,17,0,No,North America,Multi-center,Inpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,1,1,0,Moderate risk,0,2,0,Moderate risk,0,1,1,1,0,Plac,l
n18,290,1,Feighner1998,0,1998,1998,nefa,61,R from pub data and no or inadequate unpub data,37,12,1,Flexible,Licensed,Yes,Investigational,HAMD17,28,6,-12,LOCF,29,0,No,North America,Multi-center,Inpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,,2,0,Moderate risk,0,1,1,1,0,nefa,l
n22,291,3,Fontaine1994 (FDA 03A0A-003),0,1994,1994,Plac,45,R can come both from pub and unpub data but do not match,42,11,1,Flexible,Licensed,No,Comparator,HAMD17,26,6,-7,LOCF,14,0,Yes,North America,Single center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,0,0,0,Moderate risk,0,4,0,Moderate risk,0,1,0,0,1,Plac,l
n21,291,2,Fontaine1994 (FDA 03A0A-003),0,1994,1994,nefa,44,R can come both from pub and unpub data but do not match,43,11,1,Flexible,Licensed,Yes,Investigational,HAMD17,26,6,-11,LOCF,25,0,Yes,North America,Single center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,,0,0,Moderate risk,,4,0,High risk,0,1,0,0,1,nefa,l
n24,292,2,Gillin1997,0,1997,1997,fluo,20,R imputed from pub data and no or inadequate unpub data,37,8,1,Flexible,Licensed,No,Comparator,HAMD17,23,8,-10,LOCF,8,1,No,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,,2,0,Low risk,0,0,0,0,0,fluo,l
n23,292,1,Gillin1997,0,1997,1997,nefa,24,R imputed from pub data and no or inadequate unpub data,35,9,1,Flexible,Licensed,Yes,Investigational,HAMD17,23,8,-12,LOCF,12,1,No,North America,Multi-center,Outpatients only,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,,2,0,Moderate risk,0,0,0,0,0,nefa,l
n25,293,1,Hicks2002,0,2002,2002,nefa,20,R from pub data and no or inadequate unpub data,43,12,0,Flexible,Licensed,Yes,Investigational,HAMDunspecified,22,8,11,LOCF,11,0,No,Europe,Single center,Outpatients only,Unclear,24,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,,2,0,Moderate risk,0,0,0,0,0,nefa,l
n26,293,2,Hicks2002,0,2002,2002,paro,20,R from pub data and no or inadequate unpub data,43,10,0,Flexible,Licensed,No,Comparator,HAMDunspecified,22,8,9,LOCF,16,0,No,Europe,Single center,Outpatients only,Unclear,24,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,,2,0,Low risk,0,0,0,0,0,paro,l
n29,294,3,Mendels1995 (FDA 03A0A-004B),0,1995,1995,Plac,80,R can come both from pub and unpub data but do not match,40,,1,Flexible,Licensed,No,Comparator,HAMD17,25,6,-10,LOCF,29,0,Yes,North America,Multi-center,Other/Unclear/Not stated,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,0,0,0,Moderate risk,0,3,0,Moderate risk,0,1,0,0,1,Plac,l
n28,294,2,Mendels1995 (FDA 03A0A-004B),0,1995,1995,nefa,80,R can come both from pub and unpub data but do not match,39,,1,Flexible,Licensed,Yes,Investigational,HAMD17,25,6,-13,LOCF,45,0,Yes,North America,Multi-center,Other/Unclear/Not stated,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,nefa,l
n31,295,2,Rickels1994 ( FDA CN104-005),0,1994,1994,Plac,95,R can come both from pub and unpub data but do not match,43,13,1,Flexible,Licensed,No,Comparator,HAMD17,24,8,-8,LOCF,29,1,Yes,North America,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,0,0,0,Moderate risk,0,3,0,Moderate risk,0,1,0,0,1,Plac,l
n30,295,1,Rickels1994 ( FDA CN104-005),0,1994,1994,nefa,96,R can come both from pub and unpub data but do not match,45,13,1,Flexible,Licensed,Yes,Investigational,HAMD17,24,8,-12,LOCF,42,1,Yes,North America,Multi-center,Outpatients only,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,,0,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,nefa,l
n33,296,2,Rickels1995 (FDA CN104-006-1),0,1995,1995,Plac,44,R from pub data and no or inadequate unpub data,,,,Flexible,Licensed,No,Comparator,HAMD17,24,8,-9,LOCF,23,0,Yes,North America,Single center,Outpatients only,Unclear,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,1,1,0,Moderate risk,1,3,0,Moderate risk,1,1,0,0,1,Plac,l
n32,296,1,Rickels1995 (FDA CN104-006-1),0,1995,1995,nefa,45,R from pub data and no or inadequate unpub data,,,,Flexible,Licensed,Yes,Investigational,HAMD17,24,8,-8,LOCF,26,0,Yes,North America,Single center,Outpatients only,Unclear,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,,1,0,Moderate risk,,3,0,Moderate risk,0,1,0,0,1,nefa,l
