studyID,armID,study_name,manga,study_year,pub_year,drug_name,Responders,Ntotal,Published,age_mean,age_sd,_Female,Dosing_schedule,Dose_range,Sponsoredbythisdrugcompanyo,Investigational_Comparator,baseline_mean,V,mean_efficacy,Imputation,IMPUTEDresp,Unpublished,type,Patient_status,Placebo_run_in,weeks,Rescue_med,Sequence_generation,Allocation_concealment,Blinding_participant,Blinding_therapist,Blinding_assessor,AP,Selective_reporting_bias,dropoutSTUDY,dropoutARM,dropoutDIFF,RoB,OverallRoB,Narms,PLAprop,Overall_arm_RoB,PC,PLAprob,PC2,PC3,t,rowID
210,1,DeWilde1983a,0,1983,1983,fluv,16,22,R imputed from pub data and no or inadequate unpub data,,,,Flexible,Licensed,Yes,Investigational,23,6,6,Others,1,No,Single center,Outpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,fluv,fl01
221,1,Remick1994,0,1994,1994,amit,5,17,R imputed from pub data and no or inadequate unpub data,41,,,Flexible,Licensed,No,Comparator,24,4,,OC,1,No,Multi-center,Outpatients only,Yes,7,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,fl23
221,2,Remick1994,0,1994,1994,fluv,9,16,R imputed from pub data and no or inadequate unpub data,42,,,Flexible,Licensed,Yes,Investigational,24,4,9,Others,1,No,Multi-center,Outpatients only,Yes,7,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,High risk,0,0,0,0,fluv,fl24
222,1,Nemeroff1995,1,1995,1995,fluv,27,49,R imputed from pub data and no or inadequate unpub data,39,,,Flexible,Licensed,Yes,Investigational,25,7,11,Others,1,No,Multi-center,Outpatients only,Yes,7,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,High risk,0,0,0,0,fluv,fl25
222,2,Nemeroff1995,1,1995,1995,sert,23,48,R imputed from pub data and no or inadequate unpub data,41,,,Flexible,Licensed,No,Comparator,23,7,12,Others,1,No,Multi-center,Outpatients only,Yes,7,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,sert,fl26
223,2,Ottevanger1995,0,1995,1995,clom,16,20,R from pub data and no or inadequate unpub data,47,12,,Flexible,Licensed,No,Comparator,26,4,12,Others,0,No,Multi-center,Inpatients only,Unclear,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,clom,fl28
223,1,Ottevanger1995,0,1995,1995,fluv,13,20,R from pub data and no or inadequate unpub data,51,15,,Flexible,Licensed,Yes,Investigational,26,4,13,Others,0,No,Multi-center,Inpatients only,Unclear,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,fluv,fl27
224,2,Rapaport1996,1,1996,1996,fluo,29,49,R imputed from pub data and no or inadequate unpub data,39,,,Flexible,Licensed,No,Unclear,26,7,10,Others,1,No,Multi-center,Outpatients only,Yes,7,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,fluo,fl30
224,1,Rapaport1996,1,1996,1996,fluv,30,51,R imputed from pub data and no or inadequate unpub data,40,,,Flexible,Licensed,Yes,Unclear,25,7,10,Others,1,No,Multi-center,Outpatients only,Yes,7,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,fluv,fl29
227,1,Kiev1997,1,1997,1997,fluv,17,30,R imputed from pub data and no or inadequate unpub data,43,,,Flexible,Licensed,Yes,Investigational,24,7,11,Others,1,No,Multi-center,Outpatients only,Yes,7,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,fluv,fl35
227,2,Kiev1997,1,1997,1997,paro,16,30,R imputed from pub data and no or inadequate unpub data,40,,,Flexible,Licensed,No,Comparator,24,7,12,Others,1,No,Multi-center,Outpatients only,Yes,7,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,fl36
228,2,Murasaki1998,0,1998,1998,amit,54,122,R from pub data and no or inadequate unpub data,45,,,Flexible,Licensed,No,Comparator,24,4,13,Others,0,No,Multi-center,Both,No,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,,l,Low risk,,0,Low risk,0,0,0,0,amit,fl38
228,1,Murasaki1998,0,1998,1998,fluv,51,113,R from pub data and no or inadequate unpub data,41,,,Flexible,Licensed,Yes,Investigational,23,4,13,Others,0,No,Multi-center,Both,No,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,,l,Low risk,,0,Moderate risk,0,0,0,0,fluv,fl37
229,2,Dalery2003,1,2003,2003,fluo,54,94,R from pub data and no or inadequate unpub data,42,,,Fixed,Licensed,No,Comparator,22,6,11,Others,0,No,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Unclear risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,fl40
229,1,Dalery2003,1,2003,2003,fluv,53,90,R from pub data and no or inadequate unpub data,42,,,Fixed,Licensed,Yes,Investigational,22,6,10,Others,0,No,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Unclear risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,fluv,fl39
230,1,Rossini2005,1,2005,2005,fluv,29,40,R imputed from pub data and no or inadequate unpub data,68,,,Fixed,Licensed,Unclear,Investigational,31,7,8,LOCF,1,No,Single center,Inpatients only,Unclear,7,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Low risk,0,0,0,0,fluv,fl41
230,2,Rossini2005,1,2005,2005,sert,28,48,R imputed from pub data and no or inadequate unpub data,68,,,Fixed,Licensed,Unclear,Comparator,29,7,11,LOCF,1,No,Single center,Inpatients only,Unclear,7,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,sert,fl42
232,2,Harris1991,0,1991,1991,amit,21,34,R imputed from pub data and no or inadequate unpub data,48,12,1,Flexible,Licensed,Unclear,Comparator,23,,,OC,1,No,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,fl46
232,1,Harris1991,0,1991,1991,fluv,13,35,R imputed from pub data and no or inadequate unpub data,39,12,1,Flexible,Licensed,Unclear,Investigational,23,,,OC,1,No,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,fluv,fl45
239,3,Ansseau1989a,0,1989,1989,amit,35,49,R imputed from pub data and no or inadequate unpub data,49,11,1,Fixed,Licensed,No,Comparator,25,4,8,LOCF,1,No,Multi-center,Inpatients only,Yes,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,0,0,0,m,Moderate risk,3,0,Moderate risk,0,0,0,0,amit,m03
239,2,Ansseau1989a,0,1989,1989,miln,53,95,R imputed from pub data and no or inadequate unpub data,49,11,1,Fixed,Licensed,Unclear,Investigational,25,4,9,LOCF,1,No,Multi-center,Inpatients only,Yes,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,0,0,m,Moderate risk,3,0,Moderate risk,0,0,0,0,miln,m02
240,2,Ansseau1989b,0,1989,1989,amit,22,43,R imputed from pub data and no or inadequate unpub data,50,12,,Fixed,Licensed,No,Comparator,38,4,17,Others,1,No,Multi-center,Inpatients only,Yes,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,amit,m05
240,1,Ansseau1989b,0,1989,1989,miln,28,44,R imputed from pub data and no or inadequate unpub data,50,12,,Fixed,Licensed,Unclear,Investigational,37,4,14,Others,1,No,Multi-center,Inpatients only,Yes,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,miln,m04
241,1,Ansseau1991,0,1991,1991,fluv,22,41,R from pub data and no or inadequate unpub data,47,11,,Fixed,Licensed,Unclear,Comparator,33,4,15,Others,0,No,Multi-center,Inpatients only,Yes,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,3,0,Moderate risk,0,0,0,0,fluv,m06
241,3,Ansseau1991,0,1991,1991,miln,56,85,R from pub data and no or inadequate unpub data,48,13,,Fixed,Licensed,Unclear,Investigational,33,4,14,Others,0,No,Multi-center,Inpatients only,Yes,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,3,0,Moderate risk,0,0,0,0,miln,m10
242,2,Ansseau1994b,1,1994,1994,fluo,43,93,R imputed from pub data and no or inadequate unpub data,45,12,,Fixed,Licensed,No,Comparator,32,6,14,Others,1,No,Multi-center,Outpatients only,Yes,6,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,fluo,m12
242,1,Ansseau1994b,1,1994,1994,miln,32,97,R imputed from pub data and no or inadequate unpub data,45,11,,Fixed,Licensed,Yes,Investigational,31,6,,Others,1,No,Multi-center,Outpatients only,Yes,6,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,miln,m11
243,2,Leinonen1997,0,1997,1997,clom,32,55,R from pub data and no or inadequate unpub data,47,11,,Flexible,Licensed,No,Comparator,23,6,8,Others,0,No,Multi-center,Both,Unclear,26,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,,,l,Low risk,2,0,Low risk,0,0,0,0,clom,m14
243,1,Leinonen1997,0,1997,1997,miln,32,52,R from pub data and no or inadequate unpub data,49,10,,Flexible,Licensed,Yes,Investigational,24,6,12,Others,0,No,Multi-center,Both,Unclear,26,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,,,l,Low risk,2,0,Moderate risk,0,0,0,0,miln,m13
244,3,Guelfi1998,1,1998,1998,fluo,51,100,R from pub data and no or inadequate unpub data,46,13,,Fixed,Licensed,No,Comparator,27,12,-12,Others,0,No,Multi-center,Inpatients only,Yes,12,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,1,0,l,Low risk,3,0,Low risk,0,0,0,0,fluo,m17
244,2,Guelfi1998,1,1998,1998,miln,109,200,R from pub data and no or inadequate unpub data,45,13,,Fixed,Licensed,Yes,Investigational,28,12,-13,Others,0,No,Multi-center,Inpatients only,Yes,12,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,1,0,l,Low risk,3,0,Moderate risk,0,0,0,0,miln,m16
245,1,Clerc2001,1,2001,2001,fluv,32,56,R from pub data and no or inadequate unpub data,52,13,,Fixed,Licensed,No,Comparator,31,6,16,Others,0,No,Multi-center,Both,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,fluv,m18
245,2,Clerc2001,1,2001,2001,miln,40,57,R from pub data and no or inadequate unpub data,49,15,,Fixed,Licensed,Yes,Investigational,33,6,12,Others,0,No,Multi-center,Both,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,miln,m19
246,1,Yang2003,1,2003,2003,miln,4,27,R imputed from pub data and no or inadequate unpub data,44,10,,Flexible,Licensed,Yes,Investigational,25,8,,OC,1,No,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,1,0,m,Moderate risk,2,0,High risk,0,0,0,0,miln,m20
246,2,Yang2003,1,2003,2003,sert,2,26,R imputed from pub data and no or inadequate unpub data,42,9,,Flexible,Licensed,No,Comparator,23,8,,OC,1,No,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,sert,m21
247,1,Sechter2004,1,2004,2004,miln,86,149,R from pub data and no or inadequate unpub data,45,12,,Fixed,Licensed,Yes,Investigational,24,6,12,LOCF,0,No,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,miln,m22
247,2,Sechter2004,1,2004,2004,paro,91,153,R from pub data and no or inadequate unpub data,43,11,,Fixed,Licensed,No,Comparator,23,6,11,LOCF,0,No,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,m23
248,2,Kamijima2013 (japicCTI-090733),0,2013,2013,miln,338,604,R from pub data and no or inadequate unpub data,36,11,1,Fixed,Licensed,Yes,Investigational,22,9,10,Others,0,No,Multi-center,Both,Yes,9,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,l,Low risk,3,0,Moderate risk,0,0,0,0,miln,m25
248,3,Kamijima2013 (japicCTI-090733),0,2013,2013,paro,171,301,R from pub data and no or inadequate unpub data,37,11,1,Flexible,Licensed,No,Comparator,22,9,9,Others,0,No,Multi-center,Both,Yes,9,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,0,0,l,Low risk,3,0,Low risk,0,0,0,0,paro,m26
258,1,vanMoffaert1995b,0,1995,1995,mirt,61,100,R from pub data and no or inadequate unpub data,46,11,1,Flexible,Licensed,Yes,Investigational,29,6,16,Others,0,No,Multi-center,Inpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,mirt,mi33
258,2,vanMoffaert1995b,0,1995,1995,traz,51,100,R from pub data and no or inadequate unpub data,46,13,1,Flexible,Licensed,No,Comparator,28,6,13,Others,0,No,Multi-center,Inpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,traz,mi34
262,2,Wheatley1998,1,1996,1998,fluo,28,67,R from pub data and no or inadequate unpub data,48,15,,Flexible,Licensed,No,Comparator,26,6,-10,Others,0,No,Multi-center,Both,Yes,6,No,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,fluo,mi42
262,1,Wheatley1998,1,1996,1998,mirt,39,66,R from pub data and no or inadequate unpub data,47,15,,Flexible,Licensed,Yes,Investigational,26,6,-14,Others,0,No,Multi-center,Both,Yes,6,No,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,mirt,mi41
263,2,Leinonen1999 (Agren1995),1,1999,1999,cita,117,133,R from pub data and no or inadequate unpub data,41,11,,Flexible,Licensed,No,Comparator,29,8,9,Others,0,No,Multi-center,Both,Yes,8,Yes,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,cita,mi44
263,1,Leinonen1999 (Agren1995),1,1999,1999,mirt,116,137,R from pub data and no or inadequate unpub data,42,12,,Flexible,Licensed,Yes,Investigational,30,8,9,Others,0,No,Multi-center,Both,Yes,8,Yes,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,mirt,mi43
264,1,Benkert2000 (E-1559),1,2000,2000,mirt,74,139,R can come both from pub and unpub data and match,47,11,,Flexible,Licensed,Yes,Investigational,22,6,11,Others,0,Yes,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,mirt,mi45
264,2,Benkert2000 (E-1559),1,2000,2000,paro,66,136,R can come both from pub and unpub data and match,47,10,,Flexible,Licensed,No,Comparator,22,6,12,Others,0,Yes,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,mi46
265,1,Schatzberg2002 (003-901),1,2002,2002,mirt,72,128,R can come both from pub and unpub data and match,72,6,,Flexible,Licensed,Yes,Investigational,22,8,-9,Others,0,Yes,Multi-center,Outpatients only,Unclear,8,Yes,Low risk of bias,Unclear risk of bias,Low risk of bias,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,mirt,mi49
265,2,Schatzberg2002 (003-901),1,2002,2002,paro,60,126,R can come both from pub and unpub data and match,72,5,,Flexible,Licensed,No,Comparator,22,8,-7,Others,0,Yes,Multi-center,Outpatients only,Unclear,8,Yes,Low risk of bias,Unclear risk of bias,Low risk of bias,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,paro,mi50
266,2,Hong2003 (22521),1,2000,2003,fluo,30,66,R can come both from pub and unpub data and match,47,16,,Flexible,Licensed,No,Comparator,24,6,14,Others,0,Yes,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,mi52
266,1,Hong2003 (22521),1,2000,2003,mirt,35,66,R can come both from pub and unpub data and match,47,15,,Flexible,Licensed,Yes,Investigational,23,6,11,Others,0,Yes,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,High risk,0,0,0,0,mirt,mi51
267,1,"Behnke2003 (E-1690, Kjernisted2002)",1,2003,2003,mirt,117,176,R can come both from pub and unpub data and match,42,11,,Flexible,Licensed,Yes,Investigational,,8,,Others,0,Yes,Multi-center,Other/Unclear/Not stated,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,mirt,mi53
267,2,"Behnke2003 (E-1690, Kjernisted2002)",1,2003,2003,sert,114,170,R can come both from pub and unpub data and match,41,12,,Flexible,Licensed,No,Comparator,,8,,Others,0,Yes,Multi-center,Other/Unclear/Not stated,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,m,Moderate risk,2,0,Moderate risk,0,0,0,0,sert,mi54
268,1,Wade2003 (E-1721),1,2003,2003,mirt,35,99,No pub data and R from unpub data,40,14,,Flexible,Licensed,Yes,Investigational,24,8,,OC,1,Yes,Multi-center,Outpatients only,No,12,No,Unclear risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,mirt,mi55
268,2,Wade2003 (E-1721),1,2003,2003,paro,40,98,No pub data and R from unpub data,40,12,,Flexible,Licensed,No,Comparator,24,8,,OC,1,Yes,Multi-center,Outpatients only,No,12,No,Unclear risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,paro,mi56
269,2,Winokur2003,1,2003,2003,fluo,6,12,R imputed from pub data and no or inadequate unpub data,44,,,Flexible,Licensed,No,Comparator,27,8,12,Others,1,No,Unclear,Other/Unclear/Not stated,No,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,fluo,mi58
269,1,Winokur2003,1,2003,2003,mirt,8,8,R imputed from pub data and no or inadequate unpub data,41,,,Flexible,Licensed,Yes,Investigational,26,8,7,Others,1,No,Unclear,Other/Unclear/Not stated,No,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,mirt,mi57
270,2,Amini2005,1,2005,2005,fluo,8,18,R from pub data and no or inadequate unpub data,38,11,,Fixed,Licensed,No,Unclear,25,6,,LOCF,0,No,Single center,Both,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,fluo,mi60
270,1,Amini2005,1,2005,2005,mirt,12,18,R from pub data and no or inadequate unpub data,35,11,,Fixed,Licensed,No,Unclear,26,6,,LOCF,0,No,Single center,Both,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Low risk,0,0,0,0,mirt,mi59
271,2,Versiani2005,1,2005,2005,fluo,104,149,R from pub data and no or inadequate unpub data,47,,,Flexible,Licensed,No,Comparator,28,8,13,LOCF,0,No,Multi-center,Other/Unclear/Not stated,Yes,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,fluo,mi62
271,1,Versiani2005,1,2005,2005,mirt,106,145,R from pub data and no or inadequate unpub data,43,,,Flexible,Licensed,Yes,Investigational,29,8,13,LOCF,0,No,Multi-center,Other/Unclear/Not stated,Yes,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,mirt,mi61
272,1,Szegedi2006,1,2006,2006,mirt,72,130,R from pub data and no or inadequate unpub data,,,,Fixed,Licensed,Yes,investigational,25,6,-12,LOCF,0,No,Multi-center,Outpatients only,No,6,Unclear,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,mirt,mi63
272,2,Szegedi2006,1,2006,2006,venl,62,128,R from pub data and no or inadequate unpub data,,,,Fixed,Licensed,No,Comparator,25,6,-12,LOCF,0,No,Multi-center,Outpatients only,No,6,Unclear,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,venl,mi64
277,2,"Murasaki2010a (iQWIG22532, Schoemaker2002)",1,2000,2002,fluv,70,105,R can come both from pub and unpub data and match,39,13,1,Flexible,Licensed,No,Comparator,25,6,10,LOCF,0,Yes,Multi-center,Outpatients only,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,fluv,mi82
277,1,"Murasaki2010a (iQWIG22532, Schoemaker2002)",1,2000,2002,mirt,61,104,R can come both from pub and unpub data and match,42,12,1,Flexible,Licensed,Yes,Investigational,25,6,11,LOCF,0,Yes,Multi-center,Outpatients only,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,,0,0,l,Low risk,2,0,Moderate risk,0,0,0,0,mirt,mi81
278,2,"Murasaki2010b (iQWIG9902, Schoemaker2002)",1,2002,2002,fluv,57,102,R can come both from pub and unpub data but do not match,42,13,0,Flexible,Licensed,No,Comparator,23,6,11,LOCF,0,Yes,Multi-center,Outpatients only,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0,0,0,l,Low risk,2,0,Low risk,0,0,0,0,fluv,mi84
