studyID,armID,manga,drug_name,Responders,Ntotal,age_mean,age_sd,pub_year,RoB,_Female,Dosing_schedule,Dose_range,Sponsoredbythisdrugcompanyo,Investigational_Comparator,study_year,Published,study_name,ascale,baseline_mean,V,mean_efficacy,Imputation,IMPUTEDresp,Unpublished,Recruitment,type,Patient_status,Placebo_run_in,weeks,Rescue_med,Sequence_generation,Allocation_concealment,Blinding_participant,Blinding_therapist,Blinding_assessor,AP,Selective_reporting_bias,dropoutSTUDY,dropoutARM,dropoutDIFF,OverallRoB,Narms,PLAprop,Overall_arm_RoB,PC,PLAprob,PC2,PC3,t,rowID
199,1,0,fluo,57,77,41,,1999,l,1,Fixed,Licensed,Yes,Investigational,1999,R from pub data and no or inadequate unpub data,Versiani1999,HAMD21,28,8,11,Others,0,No,South America,Multi-center,Other/Unclear/Not stated,Yes,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,fluo,f73
202,2,1,fluo,57,92,42,14,2002,m,,Flexible,Licensed,Yes,Investigational,2002,R from pub data and no or inadequate unpub data,Fava2002,HAMD17,21,10,9,Others,0,No,North America,Multi-center,Outpatients only,Yes,10,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,3,0,Moderate risk,0,0,0,0,fluo,f80
202,3,1,paro,64,96,43,15,2002,m,,Flexible,Licensed,No,Comparator,2002,R from pub data and no or inadequate unpub data,Fava2002,HAMD17,21,10,8,Others,0,No,North America,Multi-center,Outpatients only,Yes,10,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,3,0,Moderate risk,0,0,0,0,paro,f81
202,1,1,sert,70,96,44,15,2002,m,,Flexible,Licensed,No,Comparator,2002,R from pub data and no or inadequate unpub data,Fava2002,HAMD17,21,10,8,Others,0,No,North America,Multi-center,Outpatients only,Yes,10,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,3,0,Moderate risk,0,0,0,0,sert,f79
210,2,0,clom,17,21,,,1983,l,,Flexible,Licensed,No,Comparator,1983,R imputed from pub data and no or inadequate unpub data,DeWilde1983a,HAMD17,24,6,5,Others,1,No,Europe,Single center,Outpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,clom,fl02
210,1,0,fluv,16,22,,,1983,l,,Flexible,Licensed,Yes,Investigational,1983,R imputed from pub data and no or inadequate unpub data,DeWilde1983a,HAMD17,23,6,6,Others,1,No,Europe,Single center,Outpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,fluv,fl01
221,1,0,amit,5,17,41,,1994,m,,Flexible,Licensed,No,Comparator,1994,R imputed from pub data and no or inadequate unpub data,Remick1994,HAMD17,24,4,,OC,1,No,North America,Multi-center,Outpatients only,Yes,7,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,fl23
221,2,0,fluv,9,16,42,,1994,m,,Flexible,Licensed,Yes,Investigational,1994,R imputed from pub data and no or inadequate unpub data,Remick1994,HAMD17,24,4,9,Others,1,No,North America,Multi-center,Outpatients only,Yes,7,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,High risk,0,0,0,0,fluv,fl24
222,1,1,fluv,27,49,39,,1995,m,,Flexible,Licensed,Yes,Investigational,1995,R imputed from pub data and no or inadequate unpub data,Nemeroff1995,HAMD21,25,7,11,Others,1,No,North America,Multi-center,Outpatients only,Yes,7,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,High risk,0,0,0,0,fluv,fl25
222,2,1,sert,23,48,41,,1995,m,,Flexible,Licensed,No,Comparator,1995,R imputed from pub data and no or inadequate unpub data,Nemeroff1995,HAMD21,23,7,12,Others,1,No,North America,Multi-center,Outpatients only,Yes,7,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,sert,fl26
223,2,0,clom,16,20,47,12,1995,l,,Flexible,Licensed,No,Comparator,1995,R from pub data and no or inadequate unpub data,Ottevanger1995,HAMD17,26,4,12,Others,0,No,Europe,Multi-center,Inpatients only,Unclear,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,clom,fl28
223,1,0,fluv,13,20,51,15,1995,l,,Flexible,Licensed,Yes,Investigational,1995,R from pub data and no or inadequate unpub data,Ottevanger1995,HAMD17,26,4,13,Others,0,No,Europe,Multi-center,Inpatients only,Unclear,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,fluv,fl27
224,2,1,fluo,29,49,39,,1996,l,,Flexible,Licensed,No,Unclear,1996,R imputed from pub data and no or inadequate unpub data,Rapaport1996,HAMD21,26,7,10,Others,1,No,North America,Multi-center,Outpatients only,Yes,7,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,fluo,fl30
224,1,1,fluv,30,51,40,,1996,l,,Flexible,Licensed,Yes,Unclear,1996,R imputed from pub data and no or inadequate unpub data,Rapaport1996,HAMD21,25,7,10,Others,1,No,North America,Multi-center,Outpatients only,Yes,7,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,fluv,fl29
227,1,1,fluv,17,30,43,,1997,m,,Flexible,Licensed,Yes,Investigational,1997,R imputed from pub data and no or inadequate unpub data,Kiev1997,HAMD21,24,7,11,Others,1,No,North America,Multi-center,Outpatients only,Yes,7,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluv,fl35
227,2,1,paro,16,30,40,,1997,m,,Flexible,Licensed,No,Comparator,1997,R imputed from pub data and no or inadequate unpub data,Kiev1997,HAMD21,24,7,12,Others,1,No,North America,Multi-center,Outpatients only,Yes,7,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,fl36
228,2,0,amit,54,122,45,,1998,l,,Flexible,Licensed,No,Comparator,1998,R from pub data and no or inadequate unpub data,Murasaki1998,HAMD21,24,4,13,Others,0,No,Asia,Multi-center,Both,No,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,,Low risk,,0,Low risk,0,0,0,0,amit,fl38
228,1,0,fluv,51,113,41,,1998,l,,Flexible,Licensed,Yes,Investigational,1998,R from pub data and no or inadequate unpub data,Murasaki1998,HAMD21,23,4,13,Others,0,No,Asia,Multi-center,Both,No,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,,Low risk,,0,Moderate risk,0,0,0,0,fluv,fl37
229,2,1,fluo,54,94,42,,2003,m,,Fixed,Licensed,No,Comparator,2003,R from pub data and no or inadequate unpub data,Dalery2003,HAMD17,22,6,11,Others,0,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Unclear risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,fl40
229,1,1,fluv,53,90,42,,2003,m,,Fixed,Licensed,Yes,Investigational,2003,R from pub data and no or inadequate unpub data,Dalery2003,HAMD17,22,6,10,Others,0,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Unclear risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluv,fl39
230,1,1,fluv,29,40,68,,2005,l,,Fixed,Licensed,Unclear,Investigational,2005,R imputed from pub data and no or inadequate unpub data,Rossini2005,HAMD21,31,7,8,LOCF,1,No,Europe,Single center,Inpatients only,Unclear,7,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Low risk,0,0,0,0,fluv,fl41
230,2,1,sert,28,48,68,,2005,l,,Fixed,Licensed,Unclear,Comparator,2005,R imputed from pub data and no or inadequate unpub data,Rossini2005,HAMD21,29,7,11,LOCF,1,No,Europe,Single center,Inpatients only,Unclear,7,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,sert,fl42
232,2,0,amit,21,34,48,12,1991,m,1,Flexible,Licensed,Unclear,Comparator,1991,R imputed from pub data and no or inadequate unpub data,Harris1991,HAMD17,23,,,OC,1,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,amit,fl46
232,1,0,fluv,13,35,39,12,1991,m,1,Flexible,Licensed,Unclear,Investigational,1991,R imputed from pub data and no or inadequate unpub data,Harris1991,HAMD17,23,,,OC,1,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluv,fl45
239,3,0,amit,35,49,49,11,1989,m,1,Fixed,Licensed,No,Comparator,1989,R imputed from pub data and no or inadequate unpub data,Ansseau1989a,HAMD17,25,4,8,LOCF,1,No,Europe,Multi-center,Inpatients only,Yes,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,0,0,0,Moderate risk,3,0,Moderate risk,0,0,0,0,amit,m03
239,2,0,miln,53,95,49,11,1989,m,1,Fixed,Licensed,Unclear,Investigational,1989,R imputed from pub data and no or inadequate unpub data,Ansseau1989a,HAMD17,25,4,9,LOCF,1,No,Europe,Multi-center,Inpatients only,Yes,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,0,0,Moderate risk,3,0,Moderate risk,0,0,0,0,miln,m02
240,2,0,amit,22,43,50,12,1989,l,,Fixed,Licensed,No,Comparator,1989,R imputed from pub data and no or inadequate unpub data,Ansseau1989b,HAMD24,38,4,17,Others,1,No,Europe,Multi-center,Inpatients only,Yes,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,amit,m05
240,1,0,miln,28,44,50,12,1989,l,,Fixed,Licensed,Unclear,Investigational,1989,R imputed from pub data and no or inadequate unpub data,Ansseau1989b,HAMD24,37,4,14,Others,1,No,Europe,Multi-center,Inpatients only,Yes,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,miln,m04
241,1,0,fluv,22,41,47,11,1991,m,,Fixed,Licensed,Unclear,Comparator,1991,R from pub data and no or inadequate unpub data,Ansseau1991,HAMD24,33,4,15,Others,0,No,Europe,Multi-center,Inpatients only,Yes,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,3,0,Moderate risk,0,0,0,0,fluv,m06
241,3,0,miln,56,85,48,13,1991,m,,Fixed,Licensed,Unclear,Investigational,1991,R from pub data and no or inadequate unpub data,Ansseau1991,HAMD24,33,4,14,Others,0,No,Europe,Multi-center,Inpatients only,Yes,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,3,0,Moderate risk,0,0,0,0,miln,m10
242,2,1,fluo,43,93,45,12,1994,l,,Fixed,Licensed,No,Comparator,1994,R imputed from pub data and no or inadequate unpub data,Ansseau1994b,HAMD24,32,6,14,Others,1,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,fluo,m12
242,1,1,miln,32,97,45,11,1994,l,,Fixed,Licensed,Yes,Investigational,1994,R imputed from pub data and no or inadequate unpub data,Ansseau1994b,HAMD24,31,6,,Others,1,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,miln,m11
243,2,0,clom,32,55,47,11,1997,l,,Flexible,Licensed,No,Comparator,1997,R from pub data and no or inadequate unpub data,Leinonen1997,HAMD17,23,6,8,Others,0,No,Europe,Multi-center,Both,Unclear,26,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,,,Low risk,2,0,Low risk,0,0,0,0,clom,m14
243,1,0,miln,32,52,49,10,1997,l,,Flexible,Licensed,Yes,Investigational,1997,R from pub data and no or inadequate unpub data,Leinonen1997,HAMD17,24,6,12,Others,0,No,Europe,Multi-center,Both,Unclear,26,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,,,Low risk,2,0,Moderate risk,0,0,0,0,miln,m13
244,3,1,fluo,51,100,46,13,1998,l,,Fixed,Licensed,No,Comparator,1998,R from pub data and no or inadequate unpub data,Guelfi1998,HAMD17,27,12,-12,Others,0,No,Europe,Multi-center,Inpatients only,Yes,12,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,1,0,Low risk,3,0,Low risk,0,0,0,0,fluo,m17
244,2,1,miln,109,200,45,13,1998,l,,Fixed,Licensed,Yes,Investigational,1998,R from pub data and no or inadequate unpub data,Guelfi1998,HAMD17,28,12,-13,Others,0,No,Europe,Multi-center,Inpatients only,Yes,12,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,1,0,Low risk,3,0,Moderate risk,0,0,0,0,miln,m16
245,1,1,fluv,32,56,52,13,2001,m,,Fixed,Licensed,No,Comparator,2001,R from pub data and no or inadequate unpub data,Clerc2001,HAMD24,31,6,16,Others,0,No,Europe,Multi-center,Both,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluv,m18
245,2,1,miln,40,57,49,15,2001,m,,Fixed,Licensed,Yes,Investigational,2001,R from pub data and no or inadequate unpub data,Clerc2001,HAMD24,33,6,12,Others,0,No,Europe,Multi-center,Both,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,miln,m19
246,1,1,miln,4,27,44,10,2003,m,,Flexible,Licensed,Yes,Investigational,2003,R imputed from pub data and no or inadequate unpub data,Yang2003,HAMD17,25,8,,OC,1,No,Asia,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,,1,0,Moderate risk,2,0,High risk,0,0,0,0,miln,m20
246,2,1,sert,2,26,42,9,2003,m,,Flexible,Licensed,No,Comparator,2003,R imputed from pub data and no or inadequate unpub data,Yang2003,HAMD17,23,8,,OC,1,No,Asia,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,sert,m21
247,1,1,miln,86,149,45,12,2004,m,,Fixed,Licensed,Yes,Investigational,2004,R from pub data and no or inadequate unpub data,Sechter2004,HAMD17,24,6,12,LOCF,0,No,Europe,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,miln,m22
247,2,1,paro,91,153,43,11,2004,m,,Fixed,Licensed,No,Comparator,2004,R from pub data and no or inadequate unpub data,Sechter2004,HAMD17,23,6,11,LOCF,0,No,Europe,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,m23
248,2,0,miln,338,604,36,11,2013,l,1,Fixed,Licensed,Yes,Investigational,2013,R from pub data and no or inadequate unpub data,Kamijima2013 (japicCTI-090733),HAMD17,22,9,10,Others,0,No,Asia,Multi-center,Both,Yes,9,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,Low risk,3,0,Moderate risk,0,0,0,0,miln,m25
248,3,0,paro,171,301,37,11,2013,l,1,Flexible,Licensed,No,Comparator,2013,R from pub data and no or inadequate unpub data,Kamijima2013 (japicCTI-090733),HAMD17,22,9,9,Others,0,No,Asia,Multi-center,Both,Yes,9,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,0,0,Low risk,3,0,Low risk,0,0,0,0,paro,m26
258,1,0,mirt,61,100,46,11,1995,m,1,Flexible,Licensed,Yes,Investigational,1995,R from pub data and no or inadequate unpub data,vanMoffaert1995b,HAMD17,29,6,16,Others,0,No,Europe,Multi-center,Inpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,mirt,mi33
258,2,0,traz,51,100,46,13,1995,m,1,Flexible,Licensed,No,Comparator,1995,R from pub data and no or inadequate unpub data,vanMoffaert1995b,HAMD17,28,6,13,Others,0,No,Europe,Multi-center,Inpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,traz,mi34
262,2,1,fluo,28,67,48,15,1998,l,,Flexible,Licensed,No,Comparator,1996,R from pub data and no or inadequate unpub data,Wheatley1998,HAMD17,26,6,-10,Others,0,No,Europe,Multi-center,Both,Yes,6,No,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,fluo,mi42
262,1,1,mirt,39,66,47,15,1998,l,,Flexible,Licensed,Yes,Investigational,1996,R from pub data and no or inadequate unpub data,Wheatley1998,HAMD17,26,6,-14,Others,0,No,Europe,Multi-center,Both,Yes,6,No,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,mirt,mi41
263,2,1,cita,117,133,41,11,1999,l,,Flexible,Licensed,No,Comparator,1999,R from pub data and no or inadequate unpub data,Leinonen1999 (Agren1995),MADRS,29,8,9,Others,0,No,Europe,Multi-center,Both,Yes,8,Yes,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,cita,mi44
263,1,1,mirt,116,137,42,12,1999,l,,Flexible,Licensed,Yes,Investigational,1999,R from pub data and no or inadequate unpub data,Leinonen1999 (Agren1995),MADRS,30,8,9,Others,0,No,Europe,Multi-center,Both,Yes,8,Yes,Low risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,mirt,mi43
264,1,1,mirt,74,139,47,11,2000,m,,Flexible,Licensed,Yes,Investigational,2000,R can come both from pub and unpub data and match,Benkert2000 (E-1559),HAMD17,22,6,11,Others,0,Yes,Europe,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,mirt,mi45
264,2,1,paro,66,136,47,10,2000,m,,Flexible,Licensed,No,Comparator,2000,R can come both from pub and unpub data and match,Benkert2000 (E-1559),HAMD17,22,6,12,Others,0,Yes,Europe,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,paro,mi46
265,1,1,mirt,72,128,72,6,2002,l,,Flexible,Licensed,Yes,Investigational,2002,R can come both from pub and unpub data and match,Schatzberg2002 (003-901),HAMD17,22,8,-9,Others,0,Yes,North America,Multi-center,Outpatients only,Unclear,8,Yes,Low risk of bias,Unclear risk of bias,Low risk of bias,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,mirt,mi49
265,2,1,paro,60,126,72,5,2002,l,,Flexible,Licensed,No,Comparator,2002,R can come both from pub and unpub data and match,Schatzberg2002 (003-901),HAMD17,22,8,-7,Others,0,Yes,North America,Multi-center,Outpatients only,Unclear,8,Yes,Low risk of bias,Unclear risk of bias,Low risk of bias,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,paro,mi50
266,2,1,fluo,30,66,47,16,2003,m,,Flexible,Licensed,No,Comparator,2000,R can come both from pub and unpub data and match,Hong2003 (22521),HAMD17,24,6,14,Others,0,Yes,Asia,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,fluo,mi52
266,1,1,mirt,35,66,47,15,2003,m,,Flexible,Licensed,Yes,Investigational,2000,R can come both from pub and unpub data and match,Hong2003 (22521),HAMD17,23,6,11,Others,0,Yes,Asia,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,High risk,0,0,0,0,mirt,mi51
267,1,1,mirt,117,176,42,11,2003,m,,Flexible,Licensed,Yes,Investigational,2003,R can come both from pub and unpub data and match,"Behnke2003 (E-1690, Kjernisted2002)",HAMD17,,8,,Others,0,Yes,,Multi-center,Other/Unclear/Not stated,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,mirt,mi53
267,2,1,sert,114,170,41,12,2003,m,,Flexible,Licensed,No,Comparator,2003,R can come both from pub and unpub data and match,"Behnke2003 (E-1690, Kjernisted2002)",HAMD17,,8,,Others,0,Yes,,Multi-center,Other/Unclear/Not stated,No,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Moderate risk,2,0,Moderate risk,0,0,0,0,sert,mi54
268,1,1,mirt,35,99,40,14,2003,l,,Flexible,Licensed,Yes,Investigational,2003,No pub data and R from unpub data,Wade2003 (E-1721),HAMD17,24,8,,OC,1,Yes,Europe,Multi-center,Outpatients only,No,12,No,Unclear risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,mirt,mi55
268,2,1,paro,40,98,40,12,2003,l,,Flexible,Licensed,No,Comparator,2003,No pub data and R from unpub data,Wade2003 (E-1721),HAMD17,24,8,,OC,1,Yes,Europe,Multi-center,Outpatients only,No,12,No,Unclear risk of bias,Low risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,paro,mi56
269,2,1,fluo,6,12,44,,2003,l,,Flexible,Licensed,No,Comparator,2003,R imputed from pub data and no or inadequate unpub data,Winokur2003,HAMD21,27,8,12,Others,1,No,North America,Unclear,Other/Unclear/Not stated,No,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,fluo,mi58
269,1,1,mirt,8,8,41,,2003,l,,Flexible,Licensed,Yes,Investigational,2003,R imputed from pub data and no or inadequate unpub data,Winokur2003,HAMD21,26,8,7,Others,1,No,North America,Unclear,Other/Unclear/Not stated,No,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Moderate risk,0,0,0,0,mirt,mi57
270,2,1,fluo,8,18,38,11,2005,l,,Fixed,Licensed,No,Unclear,2005,R from pub data and no or inadequate unpub data,Amini2005,HAMD17,25,6,,LOCF,0,No,Asia,Single center,Both,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,2,0,Low risk,0,0,0,0,fluo,mi60
270,1,1,mirt,12,18,35,11,2005,l,,Fixed,Licensed,No,Unclear,2005,R from pub data and no or inadequate unpub data,Amini2005,HAMD17,26,6,,LOCF,0,No,Asia,Single center,Both,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,,0,0,Low risk,2,0,Low risk,0,0,0,0,mirt,mi59
